"x" "y"
"168" 167.20565 2968836
"169" 168.205666666667 2972272
"170" 169.2059 2977623
"171" 170.20575 2990707
"172" 171.20575 2996329
"173" 172.2055 3000349
"174" 173.205516666667 3010785
"175" 174.20555 3015925
"176" 175.20555 3021204
"177" 176.205583333333 3037857
"178" 177.2056 3039597
"179" 178.205616666667 3047525
"180" 179.20565 3051763
"181" 180.20565 3053790
"182" 181.205683333333 3069730
"183" 182.2057 3071856
"184" 183.2057 3074200
"185" 184.205733333333 3084491
"186" 185.205483333333 3090066
"187" 186.205516666667 3098088
"188" 187.205533333333 3096375
"189" 188.20555 3106039
"190" 189.205566666667 3115901
"191" 190.205616666667 3126219
"192" 191.205616666667 3131347
"193" 192.205616666667 3130842
"194" 193.20565 3134555
"195" 194.20565 3140689
"196" 195.205716666667 3147840
"197" 196.20575 3157326
"198" 197.205716666667 3160404
"199" 198.205483333333 3166315
"200" 199.205533333333 3174963
"201" 200.205516666667 3177474
"202" 201.205566666667 3178203
"203" 202.205566666667 3182325
"204" 203.205583333333 3192938
"205" 204.2056 3204854
"206" 205.205633333333 3206456
"207" 206.2057 3208793
"208" 207.205666666667 3216655
"209" 208.205683333333 3224141
"210" 209.205716666667 3219967
"211" 210.205733333333 3230184
"212" 211.205516666667 3242795
"213" 212.205533333333 3249264
"214" 213.20565 3248989
"215" 214.2056 3257867
"216" 215.205583333333 3263728
"217" 216.205616666667 3265717
"218" 217.2056 3268571
"219" 218.205633333333 3273776
"220" 219.205666666667 3283686
"221" 220.205683333333 3285474
"222" 221.205716666667 3282194
"223" 222.205716666667 3287529
"224" 223.205783333333 3292913
"225" 224.205783333333 3301017
"226" 225.2055 3297669
"227" 226.20555 3312910
"228" 227.205566666667 3311230
"229" 228.205566666667 3314785
"230" 229.2056 3316543
"231" 230.205616666667 3326046
"232" 231.205633333333 3329791
"233" 232.205683333333 3331550
"234" 233.205683333333 3335995
"235" 234.205733333333 3342528
"236" 235.20575 3351926
"237" 236.205766666667 3349601
"238" 237.2058 3358539
"239" 238.205516666667 3359004
"240" 239.20555 3364146
"241" 240.20555 3367317
"242" 241.205566666667 3370903
"243" 242.205583333333 3369421
"244" 243.205616666667 3377238
"245" 244.205633333333 3384282
"246" 245.20565 3387001
"247" 246.205683333333 3390783
"248" 247.205716666667 3395940
"249" 248.205716666667 3396422
"250" 249.205716666667 3400839
"251" 250.205783333333 3403296
"252" 251.205566666667 3402999
"253" 252.205533333333 3414147
"254" 253.205533333333 3417340
"255" 254.205583333333 3418997
"256" 255.2056 3415685
"257" 256.2056 3424280
"258" 257.205633333333 3430379
"259" 258.20565 3438822
"260" 259.205683333333 3442039
"261" 260.205683333333 3435885
"262" 261.205716666667 3441335
"263" 262.205716666667 3445698
"264" 263.20575 3452406
"265" 264.205533333333 3445251
"266" 265.205533333333 3451920
"267" 266.205533333333 3457989
"268" 267.20555 3464219
"269" 268.205583333333 3462767
"270" 269.205616666667 3469359
"271" 270.2056 3474304
"272" 271.205666666667 3474587
"273" 272.2062 3482399
"274" 273.20595 3482956
"275" 274.205716666667 3483368
"276" 275.205733333333 3486775
"277" 276.20575 3487478
"278" 277.205766666667 3490744
"279" 278.20555 3496814
"280" 279.205566666667 3493089
"281" 280.20555 3501915
"282" 281.205683333333 3509248
"283" 282.205633333333 3511512
"284" 283.205616666667 3504999
"285" 284.205633333333 3511941
"286" 285.205666666667 3512517
"287" 286.205683333333 3515604
"288" 287.205733333333 3521422
"289" 288.205733333333 3516147
"290" 289.20575 3523477
"291" 290.205766666667 3527974
"292" 291.205533333333 3520879
"293" 292.205533333333 3532900
"294" 293.20555 3529818
"295" 294.205583333333 3528444
"296" 295.205616666667 3535878
"297" 296.205616666667 3535136
"298" 297.205633333333 3544433
"299" 298.20565 3535748
"300" 299.2057 3544046
